tweet_id,user_name,tweet_text,created_at,location
71,nora_foodie16,Traffic is terrible!,2024-07-19,Uganda
72,uganda_explorer13,The sunsets here are breathtaking.,2024-01-02,Uganda
73,lucy_holiday39,Traffic is terrible!,2024-08-20,Uganda
74,nora_foodie78,The sunsets here are breathtaking.,2024-01-24,Uganda
75,peter_tech94,Roads are getting better in my city.,2024-04-08,Uganda
76,peter_tech93,Amazing cultural vibes.,2024-02-07,Uganda
77,nora_foodie94,Amazing cultural vibes.,2024-05-05,Uganda
78,paul_kay47,Visiting a national park today!,2024-09-20,Uganda
79,eliza_blogger22,Loving the food here!,2024-04-28,Uganda
80,james_photog15,This place has the best coffee.,2024-08-09,Uganda
81,eliza_blogger64,Proud to be Ugandan!,2024-02-27,Uganda
82,lucy_holiday69,Proud to be Ugandan!,2024-07-18,Uganda
83,david_farm44,The weather is amazing today.,2024-10-18,Uganda
84,susan_writer43,Traffic is terrible!,2024-12-04,Uganda
85,susan_writer4,Proud to be Ugandan!,2024-04-25,Uganda
86,paul_kay73,This event is wonderful!,2024-03-01,Uganda
87,john_doe60,Roads are getting better in my city.,2024-11-03,Uganda
88,peter_tech95,Feeling blessed today.,2024-11-21,Uganda
89,paul_kay21,The weather is amazing today.,2024-09-21,Uganda
90,emma_travels83,Enjoying the view of the Nile.,2024-06-25,Uganda
91,lucy_holiday66,Feeling blessed today.,2024-03-24,Uganda
92,uganda_explorer74,This event is wonderful!,2024-09-25,Uganda
93,emma_travels11,Enjoying the view of the Nile.,2024-10-14,Uganda
94,emma_travels6,Proud to be Ugandan!,2024-05-17,Uganda
95,uganda_explorer78,Traffic is terrible!,2024-10-25,Uganda
96,emma_travels3,Amazing cultural vibes.,2024-05-25,Uganda
97,grace_kampala28,Excited about the festival!,2024-09-05,Uganda
98,john_doe76,Proud to be Ugandan!,2024-11-17,Uganda
99,emma_travels98,Traffic is terrible!,2024-07-10,Uganda
100,susan_writer5,Excited about the festival!,2024-07-10,Uganda
101,rose_singer48,Uganda is so green and peaceful.,2024-06-11,Uganda
102,michael_advent35,The sunsets here are breathtaking.,2024-04-04,Uganda
103,lucy_holiday83,Enjoying the view of the Nile.,2024-07-12,Uganda
104,susan_writer10,Roads are getting better in my city.,2024-03-27,Uganda
105,nora_foodie72,Loving the food here!,2024-03-02,Uganda
106,emma_travels17,This event is wonderful!,2024-02-13,Uganda
107,paul_kay95,Loving the food here!,2024-10-16,Uganda
108,david_farm77,What a beautiful day!,2024-05-03,Uganda
109,paul_kay70,Visiting a national park today!,2024-09-21,Uganda
110,michael_advent23,What a beautiful day!,2024-05-25,Uganda
111,eliza_blogger22,Amazing cultural vibes.,2024-03-10,Uganda
112,michael_advent17,The weather is amazing today.,2024-06-21,Uganda
113,susan_writer88,Enjoying the view of the Nile.,2024-01-05,Uganda
114,eliza_blogger97,This event is wonderful!,2024-02-04,Uganda
115,james_photog73,Visiting a national park today!,2024-07-01,Uganda
116,emma_travels20,Excited about the festival!,2024-07-15,Uganda
117,nora_foodie68,The sunsets here are breathtaking.,2024-02-28,Uganda
118,lucy_holiday83,Feeling blessed today.,2024-02-07,Uganda
119,nora_foodie22,This event is wonderful!,2024-05-22,Uganda
120,emma_travels30,Visiting a national park today!,2024-08-14,Uganda
121,rose_singer56,Loving the food here!,2024-02-18,Uganda
122,peter_tech52,The weather is amazing today.,2024-11-01,Uganda
123,paul_kay38,Proud to be Ugandan!,2024-01-25,Uganda
124,michael_advent98,Enjoying the view of the Nile.,2024-03-01,Uganda
125,nora_foodie84,What a beautiful day!,2024-12-04,Uganda
126,emma_travels76,Excited about the festival!,2024-07-05,Uganda
127,emma_travels24,Enjoying the view of the Nile.,2024-11-20,Uganda
128,eliza_blogger70,Feeling blessed today.,2024-09-23,Uganda
129,nora_foodie80,The weather is amazing today.,2024-11-27,Uganda
130,david_farm16,This event is wonderful!,2024-06-20,Uganda
131,michael_advent93,The weather is amazing today.,2024-08-28,Uganda
132,nora_foodie72,Roads are getting better in my city.,2024-07-02,Uganda
133,lucy_holiday65,Excited about the festival!,2024-01-26,Uganda
134,susan_writer68,What a beautiful day!,2024-04-05,Uganda
135,lucy_holiday41,Loving the food here!,2024-01-11,Uganda
136,eliza_blogger59,Roads are getting better in my city.,2024-10-09,Uganda
137,emma_travels63,Excited about the festival!,2024-12-02,Uganda
138,emma_travels47,Enjoying the view of the Nile.,2024-01-27,Uganda
139,eliza_blogger93,Uganda is so green and peaceful.,2024-03-18,Uganda
140,kevin_trends40,Roads are getting better in my city.,2024-11-03,Uganda
141,emma_travels83,Enjoying the view of the Nile.,2024-02-23,Uganda
142,lucy_holiday98,Proud to be Ugandan!,2024-02-14,Uganda
143,uganda_explorer69,The weather is amazing today.,2024-02-11,Uganda
144,emma_travels62,The weather is amazing today.,2024-10-20,Uganda
145,james_photog57,Enjoying the view of the Nile.,2024-04-02,Uganda
146,james_photog78,Visiting a national park today!,2024-03-04,Uganda
147,rose_singer30,This place has the best coffee.,2024-12-12,Uganda
148,james_photog78,Loving the food here!,2024-04-08,Uganda
149,uganda_explorer62,Proud to be Ugandan!,2024-08-27,Uganda
150,lucy_holiday37,Uganda is so green and peaceful.,2024-01-14,Uganda
151,kevin_trends27,Proud to be Ugandan!,2024-12-26,Uganda
152,nora_foodie10,This event is wonderful!,2024-12-18,Uganda
153,michael_advent25,Feeling blessed today.,2024-01-28,Uganda
154,john_doe6,This event is wonderful!,2024-10-08,Uganda
155,michael_advent92,Loving the food here!,2024-09-02,Uganda
156,john_doe17,Proud to be Ugandan!,2024-03-16,Uganda
157,paul_kay25,What a beautiful day!,2024-09-03,Uganda
158,john_doe85,Amazing cultural vibes.,2024-10-26,Uganda
159,nora_foodie62,Amazing cultural vibes.,2024-05-12,Uganda
160,eliza_blogger96,Feeling blessed today.,2024-01-20,Uganda
161,peter_tech72,Roads are getting better in my city.,2024-07-27,Uganda
162,michael_advent59,Loving the food here!,2024-09-01,Uganda
163,emma_travels73,Roads are getting better in my city.,2024-03-11,Uganda
164,emma_travels27,This place has the best coffee.,2024-04-11,Uganda
165,eliza_blogger22,This event is wonderful!,2024-07-17,Uganda
166,rose_singer67,The sunsets here are breathtaking.,2024-02-05,Uganda
167,paul_kay73,What a beautiful day!,2024-09-20,Uganda
168,james_photog29,This event is wonderful!,2024-11-28,Uganda
169,michael_advent74,Uganda is so green and peaceful.,2024-11-15,Uganda
170,eliza_blogger68,Uganda is so green and peaceful.,2024-07-25,Uganda
171,lucy_holiday1,Enjoying the view of the Nile.,2024-11-05,Uganda
172,uganda_explorer19,Proud to be Ugandan!,2024-04-10,Uganda
173,lucy_holiday10,Roads are getting better in my city.,2024-07-14,Uganda
174,eliza_blogger50,Excited about the festival!,2024-09-21,Uganda
175,lucy_holiday100,The weather is amazing today.,2024-04-02,Uganda
176,susan_writer73,Amazing cultural vibes.,2024-01-13,Uganda
177,kevin_trends9,Enjoying the view of the Nile.,2024-10-24,Uganda
178,susan_writer35,This event is wonderful!,2024-08-24,Uganda
179,emma_travels49,Enjoying the view of the Nile.,2024-01-01,Uganda
180,kevin_trends72,The weather is amazing today.,2024-02-13,Uganda
181,susan_writer18,Visiting a national park today!,2024-02-06,Uganda
182,david_farm34,Enjoying the view of the Nile.,2024-08-03,Uganda
183,emma_travels71,Roads are getting better in my city.,2024-12-04,Uganda
184,kevin_trends42,Enjoying the view of the Nile.,2024-08-05,Uganda
185,peter_tech74,The weather is amazing today.,2024-03-15,Uganda
186,peter_tech88,This place has the best coffee.,2024-10-11,Uganda
187,david_farm91,Roads are getting better in my city.,2024-01-24,Uganda
188,lucy_holiday28,Visiting a national park today!,2024-09-15,Uganda
189,susan_writer66,Traffic is terrible!,2024-05-25,Uganda
190,lucy_holiday39,Loving the food here!,2024-12-09,Uganda
191,eliza_blogger17,This event is wonderful!,2024-05-02,Uganda
192,grace_kampala46,Traffic is terrible!,2024-03-08,Uganda
193,michael_advent52,This place has the best coffee.,2024-06-12,Uganda
194,john_doe40,What a beautiful day!,2024-06-23,Uganda
195,paul_kay5,Roads are getting better in my city.,2024-08-17,Uganda
196,james_photog85,Feeling blessed today.,2024-02-05,Uganda
197,rose_singer16,Uganda is so green and peaceful.,2024-12-07,Uganda
198,grace_kampala35,Feeling blessed today.,2024-01-05,Uganda
199,nora_foodie65,Amazing cultural vibes.,2024-11-21,Uganda
200,lucy_holiday13,Amazing cultural vibes.,2024-06-06,Uganda
201,rose_singer56,This place has the best coffee.,2024-05-21,Uganda
202,peter_tech62,What a beautiful day!,2024-08-10,Uganda
203,nora_foodie8,Uganda is so green and peaceful.,2024-05-15,Uganda
204,eliza_blogger78,Visiting a national park today!,2024-01-17,Uganda
205,grace_kampala53,Amazing cultural vibes.,2024-06-06,Uganda
206,david_farm13,Feeling blessed today.,2024-07-09,Uganda
207,rose_singer66,What a beautiful day!,2024-11-12,Uganda
208,peter_tech32,Traffic is terrible!,2024-08-06,Uganda
209,john_doe6,Amazing cultural vibes.,2024-12-10,Uganda
210,john_doe34,What a beautiful day!,2024-08-12,Uganda
211,susan_writer59,This event is wonderful!,2024-04-23,Uganda
212,paul_kay66,Traffic is terrible!,2024-01-10,Uganda
213,john_doe50,Amazing cultural vibes.,2024-10-03,Uganda
214,grace_kampala17,This event is wonderful!,2024-02-21,Uganda
215,david_farm69,Proud to be Ugandan!,2024-08-12,Uganda
216,paul_kay17,Amazing cultural vibes.,2024-03-15,Uganda
217,john_doe74,Traffic is terrible!,2024-05-17,Uganda
218,david_farm71,This place has the best coffee.,2024-11-03,Uganda
219,emma_travels50,Roads are getting better in my city.,2024-03-26,Uganda
220,emma_travels61,Uganda is so green and peaceful.,2024-07-17,Uganda
221,lucy_holiday57,This place has the best coffee.,2024-04-10,Uganda
222,john_doe61,Uganda is so green and peaceful.,2024-02-02,Uganda
223,kevin_trends28,The weather is amazing today.,2024-03-17,Uganda
224,emma_travels94,Amazing cultural vibes.,2024-01-13,Uganda
225,michael_advent79,Roads are getting better in my city.,2024-07-01,Uganda
226,michael_advent52,Uganda is so green and peaceful.,2024-10-13,Uganda
227,eliza_blogger46,This place has the best coffee.,2024-06-20,Uganda
228,david_farm16,Visiting a national park today!,2024-02-04,Uganda
229,susan_writer98,Visiting a national park today!,2024-06-16,Uganda
230,nora_foodie70,This event is wonderful!,2024-02-02,Uganda
231,grace_kampala14,Loving the food here!,2024-09-05,Uganda
232,kevin_trends48,The weather is amazing today.,2024-11-24,Uganda
233,michael_advent46,Proud to be Ugandan!,2024-05-25,Uganda
234,lucy_holiday98,The sunsets here are breathtaking.,2024-09-27,Uganda
235,susan_writer12,Feeling blessed today.,2024-06-26,Uganda
236,rose_singer14,The weather is amazing today.,2024-10-04,Uganda
237,kevin_trends64,Amazing cultural vibes.,2024-08-15,Uganda
238,nora_foodie70,Feeling blessed today.,2024-05-19,Uganda
239,john_doe31,The sunsets here are breathtaking.,2024-04-01,Uganda
240,james_photog64,Uganda is so green and peaceful.,2024-07-22,Uganda
241,grace_kampala88,Enjoying the view of the Nile.,2024-11-23,Uganda
242,rose_singer94,Amazing cultural vibes.,2024-04-15,Uganda
243,nora_foodie21,Visiting a national park today!,2024-12-19,Uganda
244,lucy_holiday52,Uganda is so green and peaceful.,2024-09-25,Uganda
245,kevin_trends36,Amazing cultural vibes.,2024-09-25,Uganda
246,lucy_holiday26,The sunsets here are breathtaking.,2024-11-04,Uganda
247,uganda_explorer33,The sunsets here are breathtaking.,2024-04-25,Uganda
248,michael_advent19,Loving the food here!,2024-03-23,Uganda
249,michael_advent91,Visiting a national park today!,2024-12-21,Uganda
250,uganda_explorer39,Excited about the festival!,2024-12-07,Uganda
251,eliza_blogger85,This event is wonderful!,2024-11-13,Uganda
252,david_farm61,The sunsets here are breathtaking.,2024-03-08,Uganda
253,lucy_holiday38,The weather is amazing today.,2024-08-08,Uganda
254,michael_advent44,The sunsets here are breathtaking.,2024-03-08,Uganda
255,james_photog87,Feeling blessed today.,2024-06-03,Uganda
256,grace_kampala93,The weather is amazing today.,2024-03-26,Uganda
257,david_farm75,This place has the best coffee.,2024-05-11,Uganda
258,james_photog28,Loving the food here!,2024-03-16,Uganda
259,nora_foodie83,Proud to be Ugandan!,2024-03-24,Uganda
260,lucy_holiday98,Enjoying the view of the Nile.,2024-03-05,Uganda
261,uganda_explorer34,Uganda is so green and peaceful.,2024-11-22,Uganda
262,susan_writer83,Excited about the festival!,2024-04-10,Uganda
263,kevin_trends10,Uganda is so green and peaceful.,2024-01-26,Uganda
264,michael_advent66,The sunsets here are breathtaking.,2024-01-06,Uganda
265,paul_kay98,Feeling blessed today.,2024-04-28,Uganda
266,kevin_trends74,Enjoying the view of the Nile.,2024-01-03,Uganda
267,paul_kay21,Roads are getting better in my city.,2024-11-21,Uganda
268,grace_kampala2,Proud to be Ugandan!,2024-02-20,Uganda
269,lucy_holiday62,This place has the best coffee.,2024-04-26,Uganda
270,grace_kampala15,Visiting a national park today!,2024-05-05,Uganda
271,emma_travels78,Loving the food here!,2024-07-10,Uganda
272,susan_writer36,The sunsets here are breathtaking.,2024-02-25,Uganda
273,lucy_holiday88,The weather is amazing today.,2024-07-20,Uganda
274,michael_advent95,What a beautiful day!,2024-09-01,Uganda
275,eliza_blogger16,Excited about the festival!,2024-04-19,Uganda
276,rose_singer47,Proud to be Ugandan!,2024-01-05,Uganda
277,nora_foodie75,This event is wonderful!,2024-03-24,Uganda
278,eliza_blogger51,What a beautiful day!,2024-04-21,Uganda
279,nora_foodie32,Feeling blessed today.,2024-05-06,Uganda
280,michael_advent81,Amazing cultural vibes.,2024-04-05,Uganda
281,kevin_trends43,Enjoying the view of the Nile.,2024-03-26,Uganda
282,rose_singer91,Uganda is so green and peaceful.,2024-03-04,Uganda
283,michael_advent23,Proud to be Ugandan!,2024-02-06,Uganda
284,john_doe61,What a beautiful day!,2024-01-10,Uganda
285,emma_travels83,Traffic is terrible!,2024-05-10,Uganda
286,michael_advent15,Proud to be Ugandan!,2024-07-04,Uganda
287,peter_tech22,Loving the food here!,2024-11-02,Uganda
288,james_photog77,The sunsets here are breathtaking.,2024-05-06,Uganda
289,paul_kay35,Excited about the festival!,2024-10-11,Uganda
290,grace_kampala49,The weather is amazing today.,2024-02-22,Uganda
291,david_farm77,Uganda is so green and peaceful.,2024-05-07,Uganda
292,grace_kampala72,Loving the food here!,2024-08-19,Uganda
293,john_doe38,The weather is amazing today.,2024-04-13,Uganda
294,nora_foodie31,Amazing cultural vibes.,2024-02-27,Uganda
295,kevin_trends21,Traffic is terrible!,2024-10-17,Uganda
296,michael_advent27,Excited about the festival!,2024-03-11,Uganda
297,emma_travels2,What a beautiful day!,2024-04-06,Uganda
298,uganda_explorer57,This event is wonderful!,2024-07-22,Uganda
299,john_doe25,Roads are getting better in my city.,2024-03-02,Uganda
300,john_doe20,Proud to be Ugandan!,2024-09-10,Uganda
301,nora_foodie26,Uganda is so green and peaceful.,2024-09-07,Uganda
302,grace_kampala33,Proud to be Ugandan!,2024-06-03,Uganda
303,paul_kay60,Roads are getting better in my city.,2024-09-20,Uganda
304,paul_kay62,What a beautiful day!,2024-06-27,Uganda
305,emma_travels54,This event is wonderful!,2024-06-07,Uganda
306,kevin_trends58,This place has the best coffee.,2024-10-07,Uganda
307,john_doe88,The sunsets here are breathtaking.,2024-12-27,Uganda
308,nora_foodie18,Enjoying the view of the Nile.,2024-08-05,Uganda
309,eliza_blogger23,Roads are getting better in my city.,2024-12-13,Uganda
310,nora_foodie9,This place has the best coffee.,2024-06-04,Uganda
311,michael_advent23,This place has the best coffee.,2024-09-18,Uganda
312,rose_singer86,Visiting a national park today!,2024-06-07,Uganda
313,grace_kampala16,Visiting a national park today!,2024-09-12,Uganda
314,peter_tech41,Roads are getting better in my city.,2024-01-26,Uganda
315,uganda_explorer31,Visiting a national park today!,2024-01-13,Uganda
316,uganda_explorer55,Roads are getting better in my city.,2024-08-21,Uganda
317,uganda_explorer12,Visiting a national park today!,2024-12-04,Uganda
318,paul_kay21,This place has the best coffee.,2024-06-24,Uganda
319,james_photog51,Traffic is terrible!,2024-03-25,Uganda
320,rose_singer10,The sunsets here are breathtaking.,2024-04-17,Uganda
321,nora_foodie21,This place has the best coffee.,2024-05-13,Uganda
322,uganda_explorer4,Proud to be Ugandan!,2024-08-05,Uganda
323,lucy_holiday66,Visiting a national park today!,2024-04-14,Uganda
324,david_farm38,Roads are getting better in my city.,2024-03-22,Uganda
325,michael_advent50,Roads are getting better in my city.,2024-10-02,Uganda
326,eliza_blogger55,The sunsets here are breathtaking.,2024-08-08,Uganda
327,paul_kay7,Proud to be Ugandan!,2024-02-17,Uganda
328,lucy_holiday46,What a beautiful day!,2024-05-23,Uganda
329,eliza_blogger73,Excited about the festival!,2024-12-24,Uganda
330,kevin_trends22,Loving the food here!,2024-11-17,Uganda
331,uganda_explorer45,Feeling blessed today.,2024-09-17,Uganda
332,lucy_holiday33,Uganda is so green and peaceful.,2024-01-19,Uganda
333,james_photog29,Proud to be Ugandan!,2024-12-19,Uganda
334,nora_foodie54,Feeling blessed today.,2024-08-07,Uganda
335,eliza_blogger15,This place has the best coffee.,2024-03-12,Uganda
336,nora_foodie92,What a beautiful day!,2024-06-20,Uganda
337,nora_foodie96,Enjoying the view of the Nile.,2024-11-02,Uganda
338,james_photog72,Loving the food here!,2024-08-18,Uganda
339,michael_advent22,Excited about the festival!,2024-06-09,Uganda
340,uganda_explorer64,Roads are getting better in my city.,2024-02-13,Uganda
341,peter_tech63,Uganda is so green and peaceful.,2024-11-13,Uganda
342,john_doe17,The sunsets here are breathtaking.,2024-06-05,Uganda
343,paul_kay40,Roads are getting better in my city.,2024-12-08,Uganda
344,eliza_blogger100,Enjoying the view of the Nile.,2024-03-19,Uganda
345,eliza_blogger91,What a beautiful day!,2024-09-17,Uganda
346,emma_travels54,Uganda is so green and peaceful.,2024-03-27,Uganda
347,david_farm19,Roads are getting better in my city.,2024-09-28,Uganda
348,david_farm44,Traffic is terrible!,2024-09-07,Uganda
349,kevin_trends5,Proud to be Ugandan!,2024-05-21,Uganda
350,rose_singer47,Uganda is so green and peaceful.,2024-09-26,Uganda
351,rose_singer41,Feeling blessed today.,2024-05-12,Uganda
352,kevin_trends5,Enjoying the view of the Nile.,2024-07-15,Uganda
353,lucy_holiday44,Proud to be Ugandan!,2024-03-01,Uganda
354,james_photog64,Uganda is so green and peaceful.,2024-03-15,Uganda
355,susan_writer5,Traffic is terrible!,2024-11-13,Uganda
356,peter_tech14,Traffic is terrible!,2024-08-06,Uganda
357,paul_kay64,Feeling blessed today.,2024-07-01,Uganda
358,grace_kampala65,The sunsets here are breathtaking.,2024-03-28,Uganda
359,michael_advent49,The sunsets here are breathtaking.,2024-11-23,Uganda
360,michael_advent77,Loving the food here!,2024-06-18,Uganda
361,peter_tech82,This event is wonderful!,2024-11-14,Uganda
362,james_photog32,Roads are getting better in my city.,2024-04-01,Uganda
363,rose_singer11,This event is wonderful!,2024-02-13,Uganda
364,lucy_holiday89,Uganda is so green and peaceful.,2024-04-04,Uganda
365,david_farm64,Amazing cultural vibes.,2024-12-15,Uganda
366,kevin_trends88,Amazing cultural vibes.,2024-03-04,Uganda
367,kevin_trends55,Proud to be Ugandan!,2024-06-21,Uganda
368,paul_kay8,Traffic is terrible!,2024-09-22,Uganda
369,rose_singer88,Amazing cultural vibes.,2024-06-27,Uganda
370,grace_kampala71,Proud to be Ugandan!,2024-06-05,Uganda
371,david_farm32,What a beautiful day!,2024-01-09,Uganda
372,james_photog51,This event is wonderful!,2024-12-23,Uganda
373,susan_writer49,Excited about the festival!,2024-07-19,Uganda
374,kevin_trends82,This place has the best coffee.,2024-12-23,Uganda
375,emma_travels37,Excited about the festival!,2024-01-27,Uganda
376,david_farm67,Enjoying the view of the Nile.,2024-08-04,Uganda
377,rose_singer22,What a beautiful day!,2024-12-13,Uganda
378,david_farm32,Uganda is so green and peaceful.,2024-03-24,Uganda
379,peter_tech97,The sunsets here are breathtaking.,2024-03-20,Uganda
380,lucy_holiday23,This event is wonderful!,2024-10-15,Uganda
381,uganda_explorer30,Roads are getting better in my city.,2024-12-06,Uganda
382,john_doe98,This place has the best coffee.,2024-06-07,Uganda
383,nora_foodie65,What a beautiful day!,2024-07-04,Uganda
384,grace_kampala3,Roads are getting better in my city.,2024-05-19,Uganda
385,nora_foodie5,This place has the best coffee.,2024-11-25,Uganda
386,lucy_holiday26,Traffic is terrible!,2024-11-13,Uganda
387,nora_foodie64,Feeling blessed today.,2024-09-19,Uganda
388,kevin_trends60,Amazing cultural vibes.,2024-08-13,Uganda
389,rose_singer42,Uganda is so green and peaceful.,2024-01-24,Uganda
390,susan_writer72,This place has the best coffee.,2024-09-24,Uganda
391,eliza_blogger53,Traffic is terrible!,2024-05-18,Uganda
392,peter_tech98,Enjoying the view of the Nile.,2024-09-08,Uganda
393,grace_kampala11,What a beautiful day!,2024-02-16,Uganda
394,michael_advent66,Visiting a national park today!,2024-10-16,Uganda
395,rose_singer74,Visiting a national park today!,2024-06-09,Uganda
396,nora_foodie6,Excited about the festival!,2024-08-15,Uganda
397,john_doe45,Enjoying the view of the Nile.,2024-07-13,Uganda
398,susan_writer51,This place has the best coffee.,2024-12-06,Uganda
399,paul_kay32,Visiting a national park today!,2024-05-08,Uganda
400,eliza_blogger58,Roads are getting better in my city.,2024-02-17,Uganda
401,rose_singer53,Amazing cultural vibes.,2024-01-03,Uganda
402,david_farm17,This place has the best coffee.,2024-10-23,Uganda
403,grace_kampala46,Traffic is terrible!,2024-03-26,Uganda
404,paul_kay3,Amazing cultural vibes.,2024-04-17,Uganda
405,emma_travels81,Proud to be Ugandan!,2024-05-25,Uganda
406,rose_singer56,Loving the food here!,2024-04-22,Uganda
407,eliza_blogger39,What a beautiful day!,2024-05-05,Uganda
408,uganda_explorer78,What a beautiful day!,2024-12-15,Uganda
409,david_farm28,Feeling blessed today.,2024-02-26,Uganda
410,lucy_holiday6,Roads are getting better in my city.,2024-05-07,Uganda
411,john_doe72,This place has the best coffee.,2024-01-20,Uganda
412,kevin_trends81,Feeling blessed today.,2024-01-14,Uganda
413,uganda_explorer28,The weather is amazing today.,2024-11-22,Uganda
414,nora_foodie17,Feeling blessed today.,2024-12-23,Uganda
415,rose_singer73,Proud to be Ugandan!,2024-11-11,Uganda
416,michael_advent95,Feeling blessed today.,2024-05-21,Uganda
417,john_doe62,Roads are getting better in my city.,2024-09-26,Uganda
418,eliza_blogger55,This place has the best coffee.,2024-05-27,Uganda
419,susan_writer66,The weather is amazing today.,2024-07-03,Uganda
420,emma_travels8,Amazing cultural vibes.,2024-10-04,Uganda
421,lucy_holiday88,Roads are getting better in my city.,2024-09-05,Uganda
422,john_doe75,Visiting a national park today!,2024-10-21,Uganda
423,peter_tech24,This place has the best coffee.,2024-03-24,Uganda
424,james_photog26,Uganda is so green and peaceful.,2024-06-22,Uganda
425,susan_writer41,Visiting a national park today!,2024-04-27,Uganda
426,nora_foodie59,What a beautiful day!,2024-11-07,Uganda
427,emma_travels66,Traffic is terrible!,2024-08-18,Uganda
428,uganda_explorer99,This event is wonderful!,2024-11-08,Uganda
429,nora_foodie90,Feeling blessed today.,2024-11-20,Uganda
430,david_farm5,Traffic is terrible!,2024-08-08,Uganda
